,LIBERDADE > SEXUAL > FÍSICA > ESTUPRO,LIBERDADE > SEXUAL > ESTUPRO DE VULNERÁVEL,LIBERDADE > SEXUAL > ESTUPRO DE VULNERÁVEL > PEDOFILIA,LIBERDADE > SEXUAL > ESTUPRO VIRTUAL,LIBERDADE > SEXUAL > ESTUPRO CORRETIVO,LIBERDADE > SEXUAL > FÍSICA > ABUSO SEXUAL FÍSICO,LIBERDADE > SEXUAL > FÍSICA > EXPLORAÇÃO SEXUAL,LIBERDADE > SEXUAL > IMPORTUNAÇÃO SEXUAL,LIBERDADE > SEXUAL > PSÍQUICA > ABUSO SEXUAL PSÍQUICO,LIBERDADE > SEXUAL > PSÍQUICA > ASSÉDIO SEXUAL,LIBERDADE > SEXUAL > VIOLÊNCIA SEXUAL MEDIANTE FRAUDE,INTEGRIDADE > FÍSICA > AGRESSÃO ou VIAS DE FATO,INTEGRIDADE > FÍSICA > LESÃO CORPORAL,INTEGRIDADE > FÍSICA > MAUS TRATOS,INTEGRIDADE > FÍSICA > TORTURA FÍSICA,INTEGRIDADE > FÍSICA > VIOLÊNCIA OBSTÉTRICA,INTEGRIDADE > PSÍQUICA > AMEAÇA ou COAÇÃO,INTEGRIDADE > PSÍQUICA > ASSÉDIO MORAL,INTEGRIDADE > PSÍQUICA > TORTURA PSÍQUICA,INTEGRIDADE > PSÍQUICA > ALIENAÇÃO PARENTAL,INTEGRIDADE > PSÍQUICA > CONSTRANGIMENTO,INTEGRIDADE > PSÍQUICA > EXPOSIÇÃO (EROTIZAÇÃO),INTEGRIDADE > PATRIMONIAL > INDIVIDUAL,LIBERDADE > DIREITOS INDIVIDUAIS > CÁRCERE PRIVADO,LIBERDADE > DIREITOS INDIVIDUAIS > SEQUESTRO,LIBERDADE > DIREITOS INDIVIDUAIS > STALKING,LIBERDADE > DIREITOS INDIVIDUAIS > TRÁFICO DE MULHERES - INTERNACIONAL,LIBERDADE > DIREITOS INDIVIDUAIS > TRÁFICO DE MULHERES - NACIONAL,VIDA > FEMINICÍDIO,DIREITOS CIVIS E POLÍTICOS > VIOLÊNCIA POLITÍCA DE GÊNERO E CONTRA AS MULHERES
LIBERDADE > SEXUAL > FÍSICA > ESTUPRO,0.0,0.8011969815248504,0.8043195420244601,0.7892271662763466,0.7978142076502732,0.7619047619047619,0.7624251886546969,0.8134270101483216,0.815248503773094,0.7533177205308352,0.8142076502732241,0.7728337236533958,0.7848035389018996,0.7988550611501432,0.7897475930262815,0.7871454592766068,0.7741347905282332,0.7868852459016393,0.809263596148842,0.7845433255269321,0.7689305230288837,0.7897475930262815,0.7298985167837627,0.7858443924017694,0.7532333160889808,0.7689305230288837,0.7790788446526151,0.7946916471506635,0.7845433255269321,0.7840228987769972
LIBERDADE > SEXUAL > ESTUPRO DE VULNERÁVEL,0.8011969815248504,0.0,0.7500836400133823,0.7500836400133823,0.75209100033456,0.7743732590529248,0.8051948051948052,0.7686662412252713,0.7778116427918318,0.7816028642247315,0.7534292405486784,0.8080453563714903,0.792952745151598,0.7917507931929623,0.7786373103243083,0.7781885397412199,0.8024249104436484,0.8068019434124035,0.7987220447284346,0.7786190187764991,0.79320734045467,0.7954070981210856,0.78079561042524,0.7942020665901263,0.8083290222452147,0.7750669443617971,0.7671462027433924,0.7544329207092673,0.7659309916070873,0.7515024038461539
LIBERDADE > SEXUAL > ESTUPRO DE VULNERÁVEL > PEDOFILIA,0.8043195420244601,0.7500836400133823,0.0,0.7464065708418891,0.760899182561308,0.7891364902506964,0.803260569218016,0.7635609444798979,0.786345626333435,0.7884880198292481,0.7567199727798571,0.8050755939524838,0.8057907675498498,0.809056821459475,0.7872656947337102,0.7803450400492914,0.7894736842105263,0.8022292083452415,0.7897182689514958,0.7955784373107208,0.803067652697891,0.7837757232329258,0.7989026063100138,0.8022388059701493,0.8070356958096223,0.7819101457899434,0.777934437786394,0.7426859358477265,0.777121541809139,0.7803485576923077
LIBERDADE > SEXUAL > ESTUPRO VIRTUAL,0.7892271662763466,0.7500836400133823,0.7464065708418891,0.0,0.7339918256130791,0.7796657381615599,0.7886156396794695,0.753988513082323,0.7689728741237427,0.7898650509501515,0.7526369513439946,0.8104751619870411,0.8000546298825457,0.8061724834150562,0.7973817316274918,0.7803450400492914,0.8095894185726096,0.8002286367533581,0.8083067092651757,0.7819503331314355,0.7959463160777869,0.7745302713987474,0.782167352537723,0.788174512055109,0.813502327987584,0.7566200535554894,0.731006160164271,0.7559890485968515,0.7665526888405346,0.7623197115384616
LIBERDADE > SEXUAL > ESTUPRO CORRETIVO,0.7978142076502732,0.75209100033456,0.760899182561308,0.7339918256130791,0.0,0.7718662952646239,0.790273556231003,0.7648372686662412,0.7808594940566901,0.7849077389148995,0.7625042531473291,0.791036717062635,0.8074296640262223,0.8012691087395443,0.7917286521868492,0.7784966112138016,0.8073849545329291,0.7867962274935696,0.7975602672088296,0.7813446396123561,0.7830731306491372,0.7727408291082613,0.7733882030178326,0.777841561423651,0.7917744438696327,0.7676286819398989,0.7462534059945504,0.752724795640327,0.7447932856698788,0.7469951923076923
LIBERDADE > SEXUAL > FÍSICA > ABUSO SEXUAL FÍSICO,0.7619047619047619,0.7743732590529248,0.7891364902506964,0.7796657381615599,0.7718662952646239,0.0,0.7836418900248687,0.7813370473537604,0.7866295264623956,0.7625998347562655,0.807799442896936,0.8048056155507559,0.7975962851679869,0.792200557103064,0.7969359331476323,0.8025069637883009,0.7958115183246073,0.7888579387186629,0.801949860724234,0.7913649025069638,0.784168720898384,0.794150417827298,0.7497942386831276,0.7855153203342619,0.7917744438696327,0.7782729805013927,0.7908077994428969,0.7963788300835655,0.7724233983286908,0.7718662952646239
LIBERDADE > SEXUAL > FÍSICA > EXPLORAÇÃO SEXUAL,0.7624251886546969,0.8051948051948052,0.803260569218016,0.7886156396794695,0.790273556231003,0.7836418900248687,0.0,0.793036750483559,0.8018789720917381,0.7672817405673368,0.8043658469190385,0.7886069114470843,0.7918601475006829,0.7723127935893893,0.7883393202542138,0.8043658469190385,0.7933314962799669,0.7949709864603481,0.8002210555402045,0.7897209173804919,0.7732128184059162,0.7861287648521691,0.7530864197530864,0.7899972368057474,0.7772891877909984,0.790273556231003,0.7966289030118817,0.803260569218016,0.7941420281845814,0.7836418900248687
LIBERDADE > SEXUAL > IMPORTUNAÇÃO SEXUAL,0.8134270101483216,0.7686662412252713,0.7635609444798979,0.753988513082323,0.7648372686662412,0.7813370473537604,0.793036750483559,0.0,0.7677537336177994,0.7711374277058661,0.7603701340140395,0.8061555075593952,0.8060639169625785,0.8055956158061724,0.7941088961618565,0.7707948243992606,0.8013226784238082,0.79879965704487,0.7963984896892246,0.790732889158086,0.783347028211449,0.7688637041455413,0.7783264746227709,0.7921928817451206,0.80574236937403,0.7560249925617376,0.7661135928525845,0.767070835992342,0.755362138638483,0.7484975961538461
LIBERDADE > SEXUAL > PSÍQUICA > ABUSO SEXUAL PSÍQUICO,0.815248503773094,0.7778116427918318,0.786345626333435,0.7689728741237427,0.7808594940566901,0.7866295264623956,0.8018789720917381,0.7677537336177994,0.0,0.7634260534288075,0.7772020725388601,0.7856371490280778,0.7934990439770554,0.7819440438419383,0.7836953287711991,0.7711063700091435,0.7861669881510058,0.793369534152615,0.7833284925936683,0.7613567534827377,0.7745823062174747,0.7649865791828213,0.7530864197530864,0.7916188289322618,0.7790998448008277,0.7509669741148468,0.7729350807680585,0.7762877171594026,0.763181956720512,0.7451923076923077
LIBERDADE > SEXUAL > PSÍQUICA > ASSÉDIO SEXUAL,0.7533177205308352,0.7816028642247315,0.7884880198292481,0.7898650509501515,0.7849077389148995,0.7625998347562655,0.7672817405673368,0.7711374277058661,0.7634260534288075,0.0,0.8088680804186175,0.7896868250539957,0.7803878721660749,0.7758193335169374,0.7928945194161388,0.7995042687964748,0.7882126136050674,0.7906912696226934,0.7964748003304875,0.7890388322776095,0.7688304574089291,0.7818782704489121,0.7473251028806585,0.7835307077939961,0.784790481117434,0.7694849903607821,0.7973010190030295,0.8011567061415588,0.7788488019829248,0.7777471770862021
